predicted,actual,cancer_type
281.501984,372.271008,PR_PR24T
323.053009,372.271008,PR_PR24T
330.681976,372.271008,PR_PR24T
319.175964,372.271008,PR_PR24T
402.332001,372.271008,PR_PR24T
441.460022,372.271008,PR_PR24T
408.632019,372.271008,PR_PR24T
404.727966,372.271008,PR_PR24T
326.127014,372.271008,PR_PR24T
290.647034,372.271008,PR_PR24T
392.225983,372.271008,PR_PR24T
505.875000,372.271008,PR_PR24T
453.010986,372.271008,PR_PR24T
418.225006,372.271008,PR_PR24T
282.539978,372.271008,PR_PR24T
401.592987,372.271008,PR_PR24T
279.687988,372.271008,PR_PR24T
408.242004,372.271008,PR_U41
304.127991,372.271008,PR_U41
337.195984,372.271008,PR_U41
361.479980,372.271008,PR_U41
331.398010,372.271008,PR_U41
260.101990,372.271008,PR_U41
246.881989,372.271008,PR_U41
253.097000,372.271008,PR_U41
247.402985,372.271008,PR_U41
454.460022,372.271008,PR_U41
433.847717,372.271008,PR_U41
466.926025,372.271008,PR_U41
484.871033,372.271008,PR_U41
491.554993,372.271008,PR_U41
239.015991,372.271008,PR_U41
285.178009,372.271008,PR_U41
317.816650,372.271008,PR_U41
363.533997,372.271008,PR_U41
364.997986,372.271008,PR_U41
507.415955,372.271008,PR_U41
363.403992,372.271008,PR_U41
459.000000,372.271008,PR_U41
384.427002,372.271008,PR_U41
416.273010,372.271008,PR_U41
434.972992,372.271008,PR_U41
475.714996,372.271008,PR_U41
256.682007,372.271008,PR_U41
350.367004,372.271008,PR_U41
358.380981,372.271008,PR_U41
275.416016,372.271008,PR_U41
311.802979,372.271008,PR_U41
318.411011,372.271008,PR_U41
409.608002,372.271008,PR_U41
448.643005,372.271008,PR_U41
346.420990,372.271008,PR_U41
241.949005,372.271008,PR_U41
230.079010,372.271008,PR_U41
295.825012,372.271008,PR_U41
264.862000,372.271008,PR_U41
317.942993,372.271008,PR_U41
274.048004,372.271008,PR_U41
247.750000,372.271008,PR_U41
311.536011,372.271008,PR_U41
339.238007,372.271008,PR_U41
416.455994,372.271008,PR_U41
312.468658,372.271008,PR_U41
