predicted,actual,cancer_type
231.856003,384.619684,CO_CO5T
345.803040,384.619684,CO_CO5T
337.512024,384.619684,CO_CO5T
391.556976,384.619684,CO_CO5T
354.684021,384.619684,CO_CO5T
425.059998,384.619684,CO_CO5T
304.389984,384.619684,CO_CO5T
239.265991,384.619684,CO_CO5T
240.692505,384.619684,CO_CO5T
238.251007,384.619684,CO_CO5T
234.742508,384.619684,CO_CO5T
500.267975,384.619684,CO_CO5T
494.104980,384.619684,CO_CO5T
478.766022,384.619684,CO_CO5T
388.677002,384.619684,CO_CO5T
403.175995,384.619684,CO_CO5T
528.862976,384.619684,CO_CO51T 
528.285034,384.619684,CO_CO51T 
401.781006,384.619684,CO_CO51T 
492.179016,384.619684,CO_CO51T 
365.635010,384.619684,CO_CO51T 
321.802002,384.619684,CO_CO51T 
283.773010,384.619684,CO_CO51T 
353.464020,384.619684,CO_CO51T 
383.323334,384.619684,CO_CO51T 
527.072021,384.619684,CO_CO51T 
288.578674,384.619684,CO_CO51T 
284.830322,384.619684,CO_CO51T 
372.115021,384.619684,CO_CO51T 
379.864014,384.619684,CO_CO51T 
455.516357,384.619684,CO_CO51T 
459.131012,384.619684,CO_CO51T 
459.110931,384.619684,CO_CO51T 
500.388000,384.619684,CO_CO51T 
469.108978,384.619684,CO_CO51T 
234.630005,384.619684,CO_CO51T 
286.080017,384.619684,CO_CO51T 
335.374023,384.619684,CO_CO51T 
404.988983,384.619684,CO_CO51T 
321.646973,384.619684,CO_CO51T 
382.169983,384.619684,CO_CO51T 
423.024994,384.619684,CO_CO51T 
457.764984,384.619684,CO_CO51T 
508.674011,384.619684,CO_CO51T 
320.877014,384.619684,CO_CO51T 
342.372009,384.619684,CO_CO51T 
362.982025,384.619684,CO_CO51T 
458.015045,384.619684,CO_CO51T 
385.668030,384.619684,CO_CO51T 
497.043030,384.619684,CO_CO51T 
459.686035,384.619684,CO_CO51T 
418.716980,384.619684,CO_CO51T 
365.750031,384.619684,CO_CO51T 
324.781006,384.619684,CO_CO51T 
305.152008,384.619684,CO_CO51T 
335.373993,384.619684,CO_CO51T 
266.970032,384.619684,CO_CO51T 
232.363983,384.619684,CO_CO51T 
448.535980,384.619684,CO_CO51T 
466.800049,384.619684,CO_CO51T 
289.309998,384.619684,CO_CO51T 
524.825989,384.619684,CO_CO51T 
429.695007,384.619684,CO_CO51T 
507.749023,384.619684,CO_CO51T 
489.487000,384.619684,CO_CO51T 
522.708008,384.619684,CO_CO51T 
235.910492,384.619684,CO_CO51T 
290.049500,384.619684,CO_CO51T 
394.320984,384.619684,CO_CO51T 
253.327484,384.619684,CO_CO51T 
244.886505,384.619684,CO_CO51T 
235.527008,384.619684,CO_CO51T 
273.291992,384.619684,CO_CO51T 
351.535309,384.619684,CO_CO51T 
243.683990,384.619684,CO_CO51T 
386.782990,384.619684,CO_CO51T 
417.198975,384.619684,CO_CO51T 
418.889008,384.619684,CO_CO51T 
528.322998,384.619684,CO_CO51T 
297.615997,384.619684,CO_CO51T 
310.074005,384.619684,CO_CO51T 
320.071991,384.619684,CO_CO51T 
310.496002,384.619684,CO_CO51T 
534.572998,384.619684,CO_CO51T 
279.312012,384.619684,CO_CO51T 
282.293030,384.619684,CO_CO51T 
304.688995,384.619684,CO_CO51T 
278.772003,384.619684,CO_CO51T 
295.270996,384.619684,CO_CO51T 
346.542999,384.619684,CO_CO51T 
366.424988,384.619684,CO_CO51T 
420.274994,384.619684,CO_CO51T 
434.674988,384.619684,CO_CO51T 
308.955994,384.619684,CO_CO51T 
257.730499,384.619684,CO_CO51T 
368.375488,384.619684,CO_CO51T 
232.208984,384.619684,CO_CO51T 
510.983978,384.619684,CO_CO51T 
449.846985,384.619684,CO_CO51T 
466.149994,384.619684,CO_CO51T 
528.862976,384.619684,CO_CO51T 
